k,BNF=1(kHz),BNF=2(kHz),BNF=3(kHz),BNF=4(kHz),BNF=5(kHz),BNF=6(kHz),BNF=7(kHz),BNF=8(kHz),BNF=9(kHz),BNF=10(kHz),BNF=11(kHz),BNF=12(kHz),BNF=13(kHz),BNF=14(kHz),BNF=15(kHz),BNF=16(kHz),BNF=17(kHz),BNF=18(kHz),BNF=19(kHz),BNF=20(kHz),BNF=21(kHz),BNF=22(kHz),BNF=23(kHz),BNF=24(kHz),BNF=25(kHz),BNF=26(kHz),VF(%),ASx(%),a(mm),ax(mm),ay(mm),az(mm),Band type,TPMS type,Solid Material,Medium,Shell thickness,t,CBG,BG exists?,Band Type
2.45,3.098586843,13.32839794,16.16558905,16.67538858,16.67605029,19.168238,21.5338377,21.53431149,22.88701838,23.62234095,23.68165788,24.75880378,24.75973407,27.23647958,28.23326644,28.23397822,29.11161684,30.69917862,30.99529766,32.26586847,33.18739623,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.5,3.416898441,13.01982459,16.16915126,16.72245095,16.72314585,19.45629534,21.37134642,21.37184773,22.89225746,23.60431931,23.64791647,24.8557356,24.85671494,27.16825485,28.38845675,28.38916775,29.07242027,30.72713944,31.08833739,32.16745687,33.04891298,33.05155442,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.55,3.724554993,12.72079269,16.17270018,16.77132571,16.77203814,19.73428594,21.21663866,21.2171682,22.89751774,23.58642144,23.60872972,24.94102741,24.9420527,27.09882514,28.55897438,28.55967467,29.03409294,30.75681592,31.1872626,32.06630224,32.87950101,32.88169076,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.6,4.019115921,12.4338528,16.17616826,16.82092757,16.8216591,20.00042695,21.07131254,21.07187089,22.90266968,23.56393069,23.56908917,25.01494717,25.01601472,27.02986427,28.74362039,28.74431319,28.9974976,30.78808863,31.29069884,31.96471559,32.68187075,32.68365,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.65,4.297486405,12.16213467,16.17946942,16.87001651,16.87076834,20.25252355,20.93700823,20.93759556,22.90758427,23.51370664,23.55271382,25.07800335,25.07910853,26.96313856,28.9408899,28.94150422,28.96359242,30.82085307,31.39694199,31.86488934,32.46216963,32.46361114,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.7,4.555865646,11.90946773,16.18252126,16.91720475,16.91797755,20.48781892,20.81542895,20.81604482,22.91213699,23.45873486,23.53769406,25.13083805,25.13197571,26.90046496,28.93242228,29.14928173,29.15001389,30.85495885,31.50381274,31.7688671,32.22707884,32.22825638,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.75,4.789661069,11.68046845,16.18524721,16.9609822,16.9617758,20.70277629,20.70834474,20.70898217,22.91621118,23.40051183,23.52436962,25.17413662,25.17530145,26.8436512,28.90527476,29.36660507,29.36735357,30.89010467,31.60845242,31.67860057,31.98261175,31.98358252,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.8,4.993488067,11.4805404,16.18757859,16.99976772,17.00058097,20.61749915,20.61816762,20.89291707,22.91970136,23.34164861,23.51304113,25.20855813,25.20974483,26.7944208,28.8823837,29.59037145,29.59115514,30.92564245,31.59612342,31.70705559,31.73412254,31.73492796,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.85,5.161347894,11.31569769,16.18945638,17.03199301,17.0328235,20.54464478,20.54533468,21.05245421,22.92251638,23.28616629,23.5039611,25.23468627,25.23588973,26.75433152,28.86416032,29.81663219,29.81747446,30.96021604,31.48733707,31.4879943,31.52391206,31.79462686,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.9,5.287058562,11.19210922,16.19082154,17.05621821,17.05705168,20.49132158,20.49202806,21.17451348,22.92458176,23.23952173,23.49732982,25.25299676,25.25420917,26.72469211,28.85091972,30.03733825,30.03827654,30.99115403,31.25138339,31.25188465,31.46548547,31.86489581,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.95,5.365159566,11.11531785,16.19167313,17.07127086,17.07212359,20.45878035,20.45949735,21.25179244,22.925844,23.2079395,23.49329242,25.26384198,25.26506422,26.70649854,28.84288596,30.22964526,30.23075244,31.01382488,31.04971789,31.0500522,31.42608644,31.910987,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3,5.391659775,11.08924541,16.1919556,17.07637823,17.07723396,20.44783834,20.44855895,21.27833546,22.92626838,23.19670425,23.49193681,25.26743294,25.2686575,26.70036362,28.84019315,30.32045455,30.32170662,30.9557333,30.95596261,31.02239292,31.41190733,31.9271234,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.05,5.405121708,11.09101769,16.10418657,17.08082249,17.15444256,20.43438053,20.44815505,21.28758456,22.90062465,23.20445894,23.50318408,25.26513552,25.29792728,26.70271447,28.83703053,30.30162384,30.32348059,30.9208747,30.95559936,31.03413174,31.41959424,31.94757633,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.1,5.445260223,11.0962977,15.89750175,17.09156037,17.33188796,20.39342107,20.44875041,21.31540851,22.82738733,23.22399381,23.5394503,25.25841163,25.38205372,26.7096502,28.82768546,30.24793369,30.32911437,30.82614616,30.95485195,31.0661755,31.43873466,32.00266252,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.15,5.511348719,11.10497531,15.63861527,17.10935205,17.54166862,20.32887233,20.44973221,21.3620025,22.71561303,23.24684097,23.60595232,25.24776516,25.51200162,26.72083425,28.81257004,30.16640528,30.33815457,30.68982275,30.95353785,31.11178094,31.46433729,32.07925855,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.2,5.602224387,11.11686823,15.35575594,17.13403689,17.75510966,20.24528005,20.45107436,21.42757733,22.57580173,23.26616708,23.7050841,25.23399631,25.67730817,26.73574809,28.79232124,30.0634413,30.35010488,30.52525701,30.95155592,31.16486341,31.4948231,32.16570018,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.25,5.716349587,11.13172392,15.06019139,17.16538262,17.96054002,20.14752549,20.45274433,21.51219433,22.41721101,23.28010613,23.8339737,25.21815832,25.8687671,26.75374275,28.76773957,29.94350737,30.34038418,30.36437334,30.94874953,31.22129853,31.53010238,32.25436144,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.3,5.851882407,11.14922249,14.75736424,17.20307753,18.15235307,20.04021442,20.45470187,21.61555537,22.24704414,23.28966249,23.98719096,25.201515,26.07923915,26.7740922,28.73972363,29.80945579,30.13999462,30.38031455,30.94490055,31.27873037,31.57001112,32.34077434,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.35,6.006743129,11.16898062,14.4505158,17.24671941,18.32758696,19.92739005,20.4568997,21.73678157,22.07066061,23.29625542,24.15948662,25.18550941,26.30343889,26.79603898,28.70921135,29.66313984,29.92728506,30.39729121,30.93971813,31.33590195,31.61413112,32.42254445,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.4,6.178658438,11.1905567,14.14196939,17.29580077,18.48480814,19.81247376,20.45928455,21.874217,21.89207408,23.30093408,24.3466315,25.17174996,26.53744148,26.81882666,28.67713328,29.50585929,29.7046958,30.41471041,30.93281326,31.39220844,31.661715,32.4984469,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.45,6.365199235,11.21345753,13.8336775,17.3496895,18.62365835,19.69832091,20.46179837,21.71435053,22.02536821,23.30436652,24.54536523,25.16200788,26.77822031,26.84171714,28.64437959,29.33862407,29.47435653,30.43204815,30.92367231,31.44741663,31.71174872,32.56802003,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.5,6.563761333,11.23714655,13.52750581,17.40760426,18.74457986,19.5873148,20.4643797,21.54006637,22.18677451,23.30696435,24.75316819,25.15822425,26.86399275,27.02328252,28.61177898,29.1622994,29.23835183,30.44886053,30.911619,31.50151269,31.7629981,32.63128138,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.55,6.771522084,11.26105398,13.2254366,17.46858409,18.84856746,19.48146001,20.46696513,21.37144288,22.35418921,23.30898242,24.96805641,25.16249865,26.88494348,27.27038269,28.58008682,28.97768296,28.99891209,30.46478493,30.89577154,31.55460307,31.8140889,32.6195595,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.6,6.985343019,11.28458892,12.92975906,17.53145281,18.93693273,19.38245974,20.46949085,21.21059048,22.52264696,23.31058105,25.17702291,25.18842654,26.90383482,27.51727532,28.54997892,28.75859708,28.78555005,30.47953474,30.87500631,31.60687877,31.86342802,32.55839502,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.65,7.201590783,11.30715335,12.64329024,17.59478061,19.01110521,19.29177332,20.47189419,21.05963322,22.68667672,23.31186285,25.2039017,25.41293501,26.91985645,27.76146056,28.52050536,28.52206079,28.58668551,30.49289017,30.84795426,31.65854531,31.9096025,32.48228228,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.7,7.415888254,11.32815811,12.36966607,17.65684933,19.07247673,19.21065606,20.4741152,20.92080983,22.84058508,23.31289444,25.24474377,25.64040995,26.93203438,27.99987174,28.28873239,28.38178144,28.49687425,30.50468773,30.81312229,31.70983594,31.9512118,32.40978983,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.75,7.622742902,11.34704021,12.1137257,17.71563473,19.12230358,19.14018469,20.47609823,20.79653679,22.97887887,23.31371949,25.29995229,25.86975119,26.93911736,28.06860916,28.17183402,28.22844025,28.47479584,30.51480945,30.76928569,31.76101084,31.9872961,32.34038881,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.8,7.815084149,11.36328115,11.88197956,17.76882821,19.0812663,19.16166057,20.47779299,20.68941767,23.09679179,23.31436684,25.36764028,26.09980009,26.93951282,27.86763056,27.95777266,28.44138626,28.45629527,30.52317233,30.71639821,31.81213992,32.01670192,32.27487976,32.48989245,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.85,7.983823472,11.37642518,11.68306337,17.81392952,19.03465361,19.19140616,20.47915587,20.60217229,23.19076534,23.31485531,25.44229283,26.32903944,26.93165156,27.6958163,27.74102777,28.44149964,28.63058417,30.5297206,30.65718557,31.86341073,32.03952188,32.21220947,32.35080197,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.9,8.117820609,11.38609668,11.52776276,17.84844134,19.00093346,19.21219832,20.48014856,20.53745903,23.25865563,23.31519723,25.51361091,26.55456548,26.9158423,27.5244499,27.56484071,28.43081392,28.78400894,30.5344165,30.59904718,31.91448612,32.05560724,32.15299798,32.24898175,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
3.95,8.205016347,11.39201524,11.42788529,17.87017224,18.98053025,19.22449438,20.4807213,20.49759975,23.2995262,23.31540114,25.5667982,26.76635884,26.89803374,27.31803524,27.48416544,28.42433696,28.88641195,30.53722489,30.55458454,31.96323787,32.06512983,32.09936806,32.18714485,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
4,8.235410253,11.39327907,11.3940094,17.8775987,18.97370055,19.22856348,20.48070836,20.4843294,23.31314,23.31548141,25.58677916,26.88986762,26.89185941,27.19432886,27.45726882,28.42216713,28.92276549,30.53716603,30.53862947,31.9923131,32.06820238,32.06874382,32.16644493,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0,11.32059234,11.72859428,11.72999241,11.73005331,19.60136791,19.60195051,19.60770789,25.75340496,25.75351626,25.76853289,25.77472187,25.77501697,27.6769477,27.67839618,27.68581131,28.11058534,28.4444147,28.44625394,28.44645334,28.77232313,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.05,11.16882576,11.72703151,11.72847311,11.88865598,19.6018156,19.6074678,19.61376756,25.4175075,25.75195453,25.75659229,25.76279881,26.10222813,27.65356537,27.66212294,27.67841449,28.11782581,28.44987984,28.47805697,28.48035948,28.77394289,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.1,10.91320265,11.72236751,11.72382319,12.16498302,19.60144688,19.62563758,19.63189663,25.06501734,25.72085335,25.72713733,25.74752891,26.42694427,27.59458389,27.60253919,27.67840657,28.14117341,28.46063891,28.56766087,28.57053756,28.77877432,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.15,10.647354,11.71474098,11.71621967,12.46546735,19.60083351,19.65567773,19.66187453,24.70818665,25.66190671,25.66831764,25.74031895,26.73157566,27.51991063,27.52725993,27.67840069,28.18595451,28.47827932,28.69276702,28.69621125,28.78673991,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.2,10.38499074,11.7043661,11.70587598,12.77658903,19.59999445,19.69722137,19.70333294,24.34825118,25.5808887,25.58746251,25.7305843,27.00487197,27.4436521,27.45049503,27.6783933,28.26212125,28.50237605,28.79758066,28.83826838,28.84208776,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.25,10.1299916,11.69153099,11.69307924,13.09473117,19.59895143,19.74975747,19.75576058,23.98608448,25.47964883,25.48641154,25.71865333,27.23218369,27.37307866,27.37951515,27.67838428,28.3833598,28.53235569,28.81133403,28.99487567,28.99909064,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.3,9.884252501,11.67658697,11.67817961,13.41832413,19.59773069,19.81262965,19.8185012,23.62235518,25.36072639,25.36769497,25.7049126,27.31119311,27.3173057,27.40241829,27.67837378,28.55997489,28.5675145,28.82756234,29.15728721,29.16179568,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.35,9.649095538,11.65993617,11.66157794,13.7464269,19.59636268,19.88503286,19.89074996,23.25761092,25.22716575,25.23435108,25.68978585,27.25864801,27.26450315,27.51780718,27.67836203,28.60703683,28.78903615,28.84598661,29.32188139,29.32663653,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.4,9.425645507,11.64201813,11.64371237,14.07833682,19.59488141,19.96600542,19.97154536,22.89233319,25.08226047,25.0896707,25.6737145,27.21489853,27.22055001,27.59198698,27.67834931,28.6500141,28.86623612,29.05624017,29.48606254,29.4910364,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.45,9.214955104,11.62329609,11.62504469,14.41344333,19.59332358,20.05441426,20.05975445,22.52697928,24.92933538,24.93697867,25.65714068,27.17888876,27.18437986,27.63948532,27.67833594,28.69546073,28.88788404,29.34637985,29.64777661,29.6529532,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.5,9.018051293,11.60424362,11.6060471,14.75115289,19.59172771,20.14893079,20.15404876,22.1620214,24.77162673,24.77951283,25.64049339,27.1494402,27.15480553,27.67052891,27.6783223,28.74233,28.91045223,29.64850001,29.80525945,29.81063092,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.55,8.83594833,11.58533205,11.58718957,15.09082964,19.59013313,20.24799502,20.25286859,21.7979917,24.61226368,24.6204045,25.62417805,27.12544816,27.1307152,27.67830843,27.69134104,28.78952881,28.93341704,29.95552722,29.95690833,29.96244802,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.6,8.669646941,11.56701905,11.56892849,15.43172669,19.58857907,20.34976581,20.35437353,21.43554611,24.45432607,24.46273533,25.60856857,27.10596184,27.11115226,27.67829508,27.70560175,28.8359333,28.95621731,30.10103778,30.10679585,30.26291105,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.65,8.520123855,11.5497384,11.55169646,15.77288032,19.58710366,20.45205732,20.4563796,21.0755677,24.30094832,24.30964025,25.59400324,27.09020181,27.09533279,27.67828238,27.71552786,28.88040704,28.97826553,30.23606208,30.24201623,30.56716408,,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.7,8.388316228,11.53389129,11.53589362,16.11292161,19.585743,20.55226645,20.55628753,20.71935466,24.15544312,24.16443014,25.58078092,27.07754835,27.08263349,27.67827066,27.72249842,28.92182312,28.99896256,30.3601475,30.3662995,30.86542087,32.78905376,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.75,8.275101841,11.51983878,11.52188016,16.44970427,19.58453033,20.36899167,20.64730705,20.65101867,24.02141724,24.03070611,25.56916036,27.06751932,27.07256954,27.6782602,27.72740065,28.95909157,29.0177162,30.47128905,30.47763726,31.15470177,32.73590141,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.8,8.181276788,11.5078959,11.50997029,16.77950044,19.58349521,20.02815531,20.73358606,20.73699229,23.90283861,23.91242496,25.55935904,27.05974685,27.06477083,27.67825127,27.73082006,28.99119213,29.03396317,30.56725513,30.5737915,31.43125174,32.690256,,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.85,8.107533119,11.49832653,11.50042725,17.09509764,19.58266282,19.7040152,20.80708407,20.81020825,23.80399068,23.81385191,25.55155396,27.05395666,27.05896172,27.67824409,27.73314932,29.01721186,29.04719365,30.64562563,30.6523316,31.68923408,32.6473825,32.65207544,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.9,8.054436244,11.49133965,11.49345953,17.38097561,19.41205869,19.58205341,20.8636249,20.86651608,23.72922968,23.7393183,25.54588188,27.04995163,27.05494391,27.67823882,27.73464982,29.03638495,29.05697668,30.70394041,30.71078385,31.91749147,32.61173463,32.62210492,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
0.95,8.022405709,11.48708649,11.489218,17.60178949,19.18760713,19.58168174,20.89939447,20.90213008,23.68248529,23.6927259,25.54243996,27.04759928,27.05258416,27.67823561,27.73548838,29.04813103,29.06298402,30.73998757,30.74692159,32.09120402,32.59672479,32.60114389,32.70416142,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
1,8.01169979,11.48565856,11.48779399,17.69094035,19.09724528,19.58155684,20.91165266,20.91433338,23.66656196,23.67685627,25.54128619,27.04682346,27.05180595,27.67823453,27.73575796,29.05208751,29.06500986,30.75219452,30.75916026,32.16122116,32.59001648,32.59439776,32.69975337,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
1.05,7.95662566,11.50150821,11.53208097,17.68070387,19.08994623,19.59372714,20.91967891,20.92754044,23.62425567,23.6744248,25.53298822,26.97323617,27.00859339,27.77310989,27.81065015,28.98851137,29.06847331,30.7122608,30.81986619,32.20660909,32.53094233,32.59036592,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
1.1,7.799502534,11.5458104,11.660024,17.65070954,19.06745342,19.63080585,20.94062733,20.9695158,23.48804284,23.68078083,25.50437898,26.85239648,26.90559352,27.86468291,28.10042917,28.82035938,29.07879845,30.59642202,30.98924056,32.32897033,32.4391654,32.5844879,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
1.15,7.559398899,11.61921615,11.8517139,17.60294941,19.02860498,19.69386373,20.97520129,21.03737914,23.27334768,23.69171288,25.44954633,26.77022154,26.774717,27.979028,28.45360291,28.58809279,29.09578636,30.43416423,31.22364951,32.35067792,32.50196254,32.57583468,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
1.2,7.256994598,11.7211733,12.08672768,17.54030538,18.9726837,19.78344162,21.02339051,21.12794392,22.99502006,23.70659239,25.36925535,26.62208953,26.75345737,28.09676742,28.32094062,28.83772994,29.11907648,30.24640301,31.4937709,32.27129042,32.56623151,32.70470215,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
1.25,6.909206271,11.85091329,12.34854384,17.46609011,18.89975247,19.89918258,21.08502782,21.23760938,22.66754631,23.72491827,25.27179599,26.46732139,26.78114525,28.03523884,28.20697518,29.14806095,29.23692854,30.04595376,31.78318326,32.20390782,32.55876399,32.67365429,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
1.3,6.528276755,12.00749164,12.6254443,17.38365858,18.81043202,20.04001567,21.15987679,21.36264567,22.30347611,23.74612779,25.1668642,26.31067404,26.84211268,27.73988435,28.30241708,29.18168911,29.63935287,29.84073166,32.08282605,32.15035692,32.55840142,32.57238065,,,,,50,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.3,0.408001933,yes,Acoustic
