k,BNF=1(kHz),BNF=2(kHz),BNF=3(kHz),BNF=4(kHz),BNF=5(kHz),BNF=6(kHz),BNF=7(kHz),BNF=8(kHz),BNF=9(kHz),BNF=10(kHz),BNF=11(kHz),BNF=12(kHz),BNF=13(kHz),BNF=14(kHz),BNF=15(kHz),BNF=16(kHz),BNF=17(kHz),BNF=18(kHz),BNF=19(kHz),BNF=20(kHz),BNF=21(kHz),BNF=22(kHz),BNF=23(kHz),BNF=24(kHz),BNF=25(kHz),BNF=26(kHz),VF(%),ASx(%),a(mm),ax(mm),ay(mm),az(mm),Band type,TPMS type,Solid Material,Medium,Shell thickness,t,CBG,BG exists?,Band Type
3,5.532960259,10.93137972,16.26537458,17.08137857,17.08374266,20.04998226,20.05140271,21.29488025,22.85527388,22.91818298,23.01849897,24.93668649,24.94028919,26.39768092,28.30738997,30.01351993,30.02046531,30.69623634,30.85237525,30.89619052,30.89780387,31.46418526,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.05,5.54640589,10.93356272,16.16992834,17.08782839,17.16733777,20.03472362,20.05067792,21.30357788,22.86714385,22.88612046,23.02773525,24.93370552,24.97565623,26.40107936,28.30319067,30.00135729,30.02145733,30.70292087,30.81932966,30.88931388,30.89759072,31.499746,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.1,5.586508118,10.94006843,15.95186033,17.10006061,17.35682471,19.98754763,20.05144762,21.32970974,22.79605681,22.8940963,23.06257873,24.92504534,25.07563701,26.41108551,28.29081078,29.95961168,30.03092516,30.71261535,30.72157131,30.89691725,30.8976537,31.58495701,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.15,5.652577223,10.9507673,15.68428314,17.12036237,17.57639765,19.91354225,20.05273851,21.37335952,22.66197364,22.91778153,23.13732255,24.91153483,25.22625878,26.42716139,28.27087322,29.89321903,30.04668637,30.56490194,30.74883545,30.89574381,30.91817809,31.69001829,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.2,5.743508508,10.96544435,15.39473711,17.14860261,17.79806523,19.81825106,20.05450626,21.43455641,22.49830614,22.93138939,23.2533772,24.89447726,25.41309907,26.44849846,28.244323,29.80600683,30.06755448,30.3944351,30.7813585,30.89389721,30.94749506,31.7997678,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.25,5.857840685,10.98380081,15.09356398,17.18459109,18.01105429,19.70744195,20.05670717,21.5131147,22.31628577,22.93870223,23.40137443,24.8755662,25.62494432,26.47411905,28.21231757,29.70081737,30.09241242,30.20838301,30.81653024,30.89118977,30.9844184,31.90787396,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.3,5.993822421,11.00545643,14.78565523,17.22807092,18.21024215,19.58639416,20.05928831,21.60842717,22.12373256,22.94299175,23.57299334,24.85681143,25.85399605,26.50297474,28.17611759,29.57965823,30.01004449,30.12010413,30.85268255,30.88734469,31.02794774,32.01165495,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.35,6.149473834,11.02995299,14.47391668,17.27870739,18.39288283,19.45961933,20.06218766,21.71924181,21.92596987,22.94579394,23.76246295,24.84049207,26.0949543,26.53402193,28.13699685,29.44396986,29.8012888,30.14950435,30.88198912,30.8888496,31.07695087,32.11000954,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.4,6.322638517,11.05675903,14.16044205,17.33607249,18.55759576,19.33085632,20.06533527,21.72671881,21.8434702,22.94780439,23.96566865,24.82913805,26.34411975,26.56627421,28.09617868,29.29488007,29.58346023,30.1795818,30.8746299,30.92452416,31.13009264,32.20095316,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.45,6.510970329,11.08528603,13.84696203,17.39778338,18.70396408,19.20320157,20.0686559,21.52632069,21.9780601,22.9493573,24.17957565,24.82551879,26.59738357,26.59877903,28.05480528,29.13339916,29.35774523,30.20944062,30.86464244,30.95948721,31.18581134,32.1109053,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.5,6.712113679,11.11484817,13.53528353,17.46866774,18.83236798,19.07915179,20.07206541,21.33423399,22.11904657,22.95062301,24.40179091,24.83265442,26.6308534,26.85663919,28.01387955,28.96039807,29.12551605,30.23830771,30.8510937,30.99365134,31.24235191,32.02645415,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.55,6.923290744,11.14477067,13.2271091,17.54232853,18.94363031,18.96091289,20.07548329,21.14516045,22.2616087,22.95169202,24.63054126,24.85365339,26.66162018,27.11579588,27.97433733,28.77688228,28.88818836,30.26558825,30.8329549,31.0270521,31.29777841,31.94795301,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.6,7.129448192,11.17449892,12.92304669,17.61948529,18.8503079,19.03220114,20.07882428,20.96341495,22.39871975,22.95267009,24.86448145,24.89179538,26.67498457,27.37421817,27.93697078,28.58445415,28.64677227,30.29079806,30.80879148,31.06186953,31.34616734,31.87677864,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.65,7.363508475,11.20269986,12.63032523,17.69865923,18.74892165,19.11959837,20.08200476,20.79100889,22.5303392,22.95341178,24.94875388,25.10196167,26.71670004,27.6296365,27.90247326,28.38198868,28.40617153,30.31357566,30.77688281,31.09167614,31.39756219,31.80858439,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.7,7.584913424,11.22920036,12.34778583,17.77799082,18.65815665,19.18687022,20.08494575,20.63024824,22.64653817,22.95410104,25.02644178,25.34238722,26.73973922,27.87138381,27.87926757,28.16688143,28.17250422,30.33365609,30.73537651,31.12285577,31.43857549,31.747598,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.75,7.800418479,11.25308167,12.08167195,17.8550436,18.57922234,19.24190357,20.08757304,20.48387029,22.74561368,22.95468608,25.12352025,25.58471673,26.75887426,27.84434942,27.93413596,27.95613341,28.11910525,30.35085298,30.68274386,31.1530181,31.47235326,31.69235804,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.8,8.002891832,11.27366837,11.83855425,17.92673848,18.51316166,19.28566879,20.08982007,20.35518584,22.82570384,22.95516803,25.23566009,25.82814259,26.77327221,27.71413145,27.73375295,27.82169171,28.34373135,30.3650398,30.61889166,31.18175417,31.49857072,31.643507,,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.85,8.182748131,11.29036128,11.6275595,17.98932187,18.46084651,19.31894256,20.09162931,20.24811981,22.88647324,22.95554592,25.35416352,26.07190986,26.78190234,27.50626704,27.51638423,27.80368705,28.54473301,30.37613451,30.54705102,31.20803292,31.51763931,31.60163402,32.28756394,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.9,8.327559463,11.30266258,11.46076075,18.0385513,18.4229706,19.34230951,20.09295294,20.1670388,22.92863931,22.95581822,25.46466247,26.31526224,26.78388331,27.2744822,27.35497086,27.79065579,28.70955592,30.38408634,30.47607054,31.23016735,31.53033506,31.56843306,32.19083233,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
3.95,8.423010283,11.31019826,11.35221837,18.07024423,18.40003958,19.35617276,20.09374657,20.1162178,22.95330838,22.95599073,25.54653556,26.55720796,26.78044515,27.03944309,27.24790872,27.78276651,28.82093961,30.38886462,30.4213241,31.24551642,31.53751212,31.54647701,32.13242631,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
4,8.4565516,11.3127322,11.31433421,18.08121153,18.39236142,19.36076805,20.09393337,20.09894938,22.95603125,22.96143215,25.57737646,26.77443671,26.77766753,26.82451509,27.21043321,27.78012498,28.86084403,30.39044964,30.40032121,31.25110756,31.5386395,31.53987376,32.11293851,,,,44,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.5,0.001022764,yes,Acoustic
0,11.70294013,11.70460644,11.7047296,11.70520654,18.99904501,19.00020902,19.0010048,25.93477821,25.93496831,25.95965738,25.96010447,25.96206104,27.19386787,27.19465707,27.1965228,27.78184952,28.02801652,28.02853421,28.02965712,28.05444405,,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.05,11.4131997,11.70256446,11.70313225,12.00153548,18.99997816,19.00601272,19.00787115,25.6013559,25.93208733,25.93980663,25.94208645,26.28162335,27.1783158,27.18058147,27.19464357,27.79219503,28.03408093,28.05636016,28.06196674,28.06335133,,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.1,11.13019975,11.69649024,11.69706132,12.30568761,18.99950223,19.02655895,19.02843776,25.24793976,25.88128327,25.88337835,25.92393753,26.59505298,27.14001647,27.14170497,27.19463002,27.82697621,28.05053882,28.06235453,28.15375552,28.15482308,,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.15,10.85549467,11.68656706,11.68714353,12.6157706,18.99870472,19.06052472,19.06242453,24.88942114,25.78726581,25.78911648,25.91079275,26.8733077,27.09458079,27.09562733,27.19461949,27.89850742,28.07198372,28.07756577,28.28461067,28.28531607,,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.2,10.58977311,11.6730862,11.67367,12.9312754,18.99761435,19.10746643,19.10939473,24.52744719,25.66289273,25.66450268,25.8932594,27.05234139,27.05287451,27.09460489,27.19460667,28.02681629,28.08549791,28.11401397,28.43889044,28.43931015,,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.25,10.33377611,11.65643731,11.65703005,13.25172531,18.99625939,19.16678003,19.16874552,24.16309032,25.51440052,25.51581659,25.87208911,27.01704337,27.01748446,27.19459004,27.2446326,28.10234862,28.15911184,28.22511467,28.60651125,28.60672661,,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.3,10.08827281,11.63709213,11.63769525,13.57665191,18.99467398,19.23769916,19.23971135,23.79711719,25.34800503,25.34928997,25.84811239,26.98892959,26.98963905,27.19457203,27.33380142,28.12237028,28.21163668,28.48192245,28.78113609,28.78122703,,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.35,9.854083024,11.61558618,11.61620079,13.90560513,18.99289775,19.31929611,19.3213654,23.43012414,25.16917211,25.17038483,25.82217952,26.96702602,26.96801421,27.19455154,27.38473436,28.14515968,28.27026526,28.77387214,28.95856019,28.95866915,,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.4,9.632061653,11.59249936,11.59312624,14.23813427,18.99097495,19.41047798,19.41261574,23.0626138,24.98242023,24.98360826,25.79511482,26.94999382,26.95121079,27.19452934,27.41440714,28.17028416,28.33362412,29.0832077,29.13587687,29.13606603,,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.45,9.423095449,11.5684369,11.5690765,14.57377568,18.98895332,19.50997439,19.51219308,22.69504815,24.79144981,24.79264971,25.76768639,26.93665367,26.93805145,27.19450597,27.4322214,28.19723774,28.40028749,29.31086496,29.31114063,29.39973973,,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.5,9.228095869,11.5440113,11.54466375,14.91203249,18.98688287,19.6163138,19.61862702,22.32789227,24.5993877,24.60062846,25.74058908,26.92609594,26.92763565,27.19448201,27.44311763,28.22544605,28.46879068,29.48167565,29.48203671,29.71767003,,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.55,9.047987066,11.51982609,11.52049118,15.25234181,18.98481466,19.7277845,19.73020698,21.96166043,24.40903891,24.4103453,25.71443734,26.9176543,26.91930555,27.19445806,27.44978514,28.25427059,28.53763364,29.64664305,29.64709766,30.03334802,,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.6,8.883694196,11.49646153,11.49713879,15.59402252,18.98279955,19.84237736,19.8449247,21.59697817,24.22311372,24.22450842,25.68976483,26.91085124,26.91259042,27.19443469,27.45377822,28.28301572,28.60528243,29.80416107,29.80472277,30.34409559,32.31813452,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.65,8.736148616,11.47446259,11.47515499,15.93618954,18.98088691,19.95770877,19.96039657,21.23468832,24.04443017,24.04593432,25.66702829,26.9053477,26.90715655,27.19441249,27.45604881,28.31094016,28.67017405,29.95255698,29.95323712,30.64760511,32.24872443,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.7,8.606159381,11.45432905,11.4550281,16.27754239,18.97912344,20.07092449,20.07376832,20.87599082,23.876098,23.87773202,25.64661126,26.90090383,26.902767,27.194392,27.45721583,28.33727384,28.73072976,30.08997336,30.09078422,30.94154748,32.18527487,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.75,8.494613294,11.43650718,11.4372154,16.61608957,18.97755212,20.17860676,20.18161807,20.52287165,23.72167805,23.72345779,25.62883366,26.89735034,26.89925612,27.19437373,27.45769217,28.36124115,28.78538226,30.21425095,30.21520199,31.22324005,32.12909097,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.8,8.402232686,11.42138371,11.42209969,16.94830374,18.97621111,20.17879819,20.27671126,20.27989486,23.58528689,23.58722147,25.61395423,26.89456841,26.89650679,27.19435812,27.45776748,28.38209068,28.83261878,30.32281972,30.3239149,31.48908928,32.08134758,32.1851227,32.18607085,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.85,8.329663935,11.4092808,11.41000297,17.26730617,18.97513292,19.85061199,20.36062238,20.36397142,23.47157405,23.47366055,25.6021776,26.89247549,26.89443793,27.19434556,27.45764481,28.39913056,28.87104174,30.41265466,30.41388838,31.73346675,32.04306644,32.13765425,32.13840758,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.9,8.277434855,11.40045241,11.40117908,17.55801601,18.97434362,19.55336383,20.42543741,20.42892754,23.38545962,23.38767768,25.59365828,26.89101566,26.89299461,27.19433636,27.45746534,28.41176704,28.89944303,30.48039215,30.48174461,31.94586937,32.01508781,32.1004221,32.10106454,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
0.95,8.245936743,11.39508164,11.39581105,17.78490187,18.9738623,19.32256365,20.46658094,20.47016752,23.33153048,23.33383931,25.58850421,26.89015302,26.89214164,27.19433075,27.45732233,28.41954235,28.91688353,30.52273405,30.52416818,31.99803974,32.07654128,32.07709037,32.10400378,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1,8.235410253,11.39327907,11.3940094,17.8775987,18.97370055,19.22856348,20.48070836,20.4843294,23.31314,23.31548141,25.58677916,26.88986762,26.89185941,27.19432886,27.45726882,28.42216713,28.92276549,30.53716603,30.53862947,31.9923131,32.06820238,32.06874382,32.16644493,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.05,8.174895169,11.4087196,11.44348457,17.86275527,18.98722685,19.22059786,20.49069528,20.50089178,23.28363482,23.31752255,25.54555132,26.74011638,26.83681313,27.41807767,27.50610131,28.42651657,28.85186969,30.49949862,30.60745707,31.94383054,32.06472784,32.11753215,32.20688219,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.1,8.00391563,11.45373069,11.58264818,17.8197533,19.02508957,19.19941041,20.51321988,20.55645893,23.19074567,23.32746096,25.42490588,26.58712546,26.71001104,27.61683531,27.78712271,28.43949936,28.66734968,30.39245111,30.78991705,31.87592731,32.05343139,32.18544144,32.31800225,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.15,7.746198782,11.52834038,11.78757049,17.75256089,19.06580352,19.18643049,20.55041104,20.64474229,23.03512879,23.34367315,25.24616279,26.51818308,26.5528915,27.74581685,28.19327878,28.41671663,28.46094456,30.23840786,31.03689807,31.81507492,32.03622269,32.23768422,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.2,7.425874027,11.63195945,12.03450933,17.66649558,19.04291079,19.24799146,20.60228822,20.76012251,22.81785907,23.36557793,25.04604599,26.38389241,26.51449819,27.87261075,28.13164438,28.49039979,28.61534481,30.0560494,31.31645253,31.76602541,32.0166747,32.25616373,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.25,7.0613687,11.76379149,12.30558219,17.5670555,18.97044575,19.36980713,20.66870622,20.89682895,22.54350516,23.39244667,24.85277559,26.21054184,26.55173037,27.82860071,27.9871823,28.52743806,29.0407007,29.85805647,31.61144966,31.73166209,31.99889576,32.22507562,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.3,6.665281445,11.92286038,12.58890814,17.45922645,18.87492133,19.52493214,20.74946296,21.04951893,22.22033399,23.42343365,24.67888681,26.03630386,26.61395769,27.51622548,28.08318177,28.57114756,29.45738772,29.65260071,31.71277204,31.91233476,31.99263551,32.14657875,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.35,6.245995917,12.10804388,12.87699351,17.34721458,18.76201227,19.707029,20.8443066,21.21351873,21.85854877,23.4576189,24.52670064,25.86293419,26.6917066,27.19936647,28.15604078,28.62011478,29.44548093,29.84986487,31.7044257,32.01038534,32.04042551,32.21250973,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.4,5.80932216,12.3181083,13.16525715,17.23438987,18.63383808,19.91300385,20.95293244,21.38479312,21.46809035,23.49406714,24.39421637,25.69127428,26.77903453,26.88102026,28.20265114,28.67134866,29.24233808,30.19557659,31.68362732,31.94508601,32.07411659,32.50589901,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.45,5.358705135,12.55171918,13.45089659,17.12365884,18.49197291,20.14020738,21.05729741,21.0750029,21.55986225,23.53176744,24.27846822,25.52143109,26.56323127,26.87186182,28.22126391,28.7151716,29.05460527,30.466066,31.60163064,31.92057774,32.21299151,32.78579363,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.5,4.897445698,12.80751513,13.732429,17.01706437,18.3375059,20.38590523,20.63273187,21.21005419,21.73552988,23.56984083,24.1768529,25.35314624,26.24752956,26.96711001,28.21205959,28.70331957,28.93156756,30.64170655,31.46630999,31.96528857,32.44600995,33.04125743,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.55,4.427483056,13.08408848,14.00905319,16.91643032,18.17160252,20.19924781,20.64718187,21.35762512,21.90883613,23.60737277,24.08745842,25.18561314,25.93518006,27.06226904,28.17678082,28.57278922,28.9370111,30.72974046,31.31603246,32.04452799,32.76654987,33.25731401,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.6,3.950465313,13.38002807,14.28047202,16.82320757,17.99532909,19.76053791,20.92087552,21.51709949,22.07687076,23.64351842,24.00899055,25.01765311,25.62733294,27.15513813,28.11887341,28.40376898,28.99134116,30.75639014,31.16811849,32.14204032,33.14868726,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.65,3.467672825,13.69392766,14.54665065,16.73856192,17.80970535,19.3194113,21.20355433,21.68771331,22.23667191,23.67748674,23.94061757,24.84777482,25.32514842,27.24367761,28.04327814,28.23631362,29.05500881,30.74689243,31.03050666,32.24888676,33.37522165,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.7,2.980145168,14.02438978,14.80767222,16.66344919,17.61572525,18.87809148,21.4914229,21.86844319,22.38515549,23.70855255,23.88182972,24.67435431,25.02994377,27.32592157,27.95619379,28.07985861,29.11910638,30.71848119,30.90766008,32.35786759,33.41655371,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.75,2.488842891,14.3700169,15.06361943,16.5986731,17.41440237,18.43843443,21.78016029,22.05779321,22.51908852,23.7360542,23.83231548,24.49597138,24.7434335,27.39993977,27.86472139,27.93903993,29.17963863,30.68202125,30.80221373,32.46233491,33.45322453,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.8,1.994523277,14.72935584,15.31438731,16.5448571,17.20683824,18.00210623,22.06443621,22.25331781,22.63511515,23.75940504,23.79191246,24.31213321,24.46822589,27.46384079,27.77638173,27.817495,29.23369349,30.6445625,30.71550735,32.55613185,33.48600271,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.85,1.49785149,15.10074725,15.5593877,16.50249758,16.99448127,17.5708437,22.33680135,22.45042488,22.72988422,23.76052619,23.77810495,24.12473766,24.2090328,27.51582554,27.69853299,27.71856897,29.2787697,30.61093091,30.64811186,32.63394793,33.51495215,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.9,0.999496149,15.48169579,15.79653931,16.47197665,16.78012465,17.14716197,22.58435959,22.63904279,22.80026728,23.73812065,23.79169453,23.94184896,23.97601144,27.55426762,27.63770427,27.64531462,29.31271124,30.58455294,30.60012796,32.69180643,33.53852615,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
1.95,0.500022448,15.86478226,16.01659306,16.45355912,16.57353471,16.73845131,22.77890834,22.79412185,22.84366468,23.72464955,23.78581109,23.79426785,23.80191843,27.57781483,27.59898671,27.60035613,29.33381468,30.56777232,30.57144555,32.72726274,33.55296444,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2,3.06E-06,16.1466198,16.14670007,16.44680001,16.44741658,16.44914156,22.85828831,22.85996446,22.86047385,23.71824997,23.71910229,23.72180533,23.80329052,27.58412577,27.58495859,27.58755715,29.34097681,30.56165683,30.56226898,32.73918119,33.54760667,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.05,0.353535412,15.93127102,16.14689907,16.44988029,16.45049658,16.66325641,22.817678,22.81804896,22.85956405,23.72031483,23.7568677,23.75768963,23.80202706,27.58251449,27.59178688,27.59267434,29.33737188,30.56368988,30.56789243,32.73320578,33.55554804,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.1,0.706465532,15.61239638,16.14771965,16.45908133,16.45969982,16.97821233,22.70953525,22.70987483,22.8607433,23.7159154,23.79819865,23.85502921,23.85580551,27.56774961,27.61481764,27.61568794,29.32669763,30.56949515,30.58495269,32.71522047,33.54829651,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.15,1.058164825,15.28331206,16.14905677,16.47429599,16.47491332,17.300804,22.5640514,22.56439068,22.8627116,23.70871926,23.79169699,23.98361138,23.98435857,27.5434465,27.65348158,27.65433134,29.3093637,30.57899859,30.61321144,32.68509023,33.53305918,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.2,1.407964549,14.95215698,16.15090488,16.49533307,16.4959605,17.62292762,22.40001184,22.40036677,22.86539685,23.69892892,23.78233694,24.1235844,24.12433281,27.51010677,27.70816591,27.70900263,29.28601546,30.59199286,30.65240368,32.64271948,33.51026739,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.25,1.755096006,14.62134075,16.15318638,16.52193128,16.52256093,17.94227238,22.2273147,22.22768972,22.86874894,23.68681322,23.76986592,24.2648127,24.26557858,27.46838339,27.77927637,27.78008719,29.25748458,30.60819922,30.70213677,32.58821683,33.47817902,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.3,2.098833588,14.29228503,16.15587677,16.55373621,16.55437904,18.25753963,22.05140726,22.05180501,22.87268548,23.67270231,23.753962,24.40169444,24.40249106,27.41910497,27.86720966,27.86800132,29.22473341,30.6273159,30.76193407,32.52206933,33.434141,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.35,2.438113435,13.96622215,16.15889007,16.59030072,16.59095383,18.56766529,21.87567276,21.87609476,22.87711408,23.65697393,23.73424585,24.53088731,24.53172424,27.36325125,27.97221614,27.97298414,29.1887991,30.64903596,30.8312087,32.44523589,33.3743309,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
2.4,2.771838352,13.64444143,16.16216066,16.63107372,16.63173892,18.87160652,21.70251036,21.70295778,22.88193022,23.64004141,23.71029261,24.65032854,24.65121137,27.30195177,28.09432468,28.0950704,29.15074425,30.67307193,30.90926674,32.35919645,33.29371329,,,,,,47,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-0.4,0.001666313,yes,Acoustic
